* description: Population SSPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SDPs data: use past data from 'Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SDPs data completed with Population UN_PopDiv data completed with Population MI data'. || Population SSP2EU data: use past data from 'Population Eurostat data completed with Population WDI data completed with Population UN_PopDiv data completed with Population MI data', then the growth rates from the Wolrld Bank's PEAP until 2026, and then the growth rates from 'Population SSP2EU data completed with Population UN_PopDiv data completed with Population MI data'. For European countries, just glue past with future.
* unit: million || million || million
* origin: calcOutput(type = "Population", aggregate = FALSE, file = "population.csv") (madrat 3.3.3 | mrdrivers 1.2.0)
* creation date: Mon Jun 12 15:18:09 2023
dummy,dummy,pop_SSP1,pop_SSP2,pop_SSP3,pop_SSP4,pop_SSP5,pop_SDP,pop_SDP_EI,pop_SDP_MC,pop_SDP_RC,pop_SSP2EU
y2013,SHN,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421
y2013,SJM,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572,0.002572
y2013,SLB,0.582365,0.582365,0.582365,0.582365,0.582365,0.582365,0.582365,0.582365,0.582365,0.582365
y2013,SLE,6.964859,6.964859,6.964859,6.964859,6.964859,6.964859,6.964859,6.964859,6.964859,6.964859
y2013,SLV,6.185642,6.185642,6.185642,6.185642,6.185642,6.185642,6.185642,6.185642,6.185642,6.185642
y2013,SMR,0.033285,0.033285,0.033285,0.033285,0.033285,0.033285,0.033285,0.033285,0.033285,0.033285
y2013,SOM,12.852485,12.852485,12.852485,12.852485,12.852485,12.852485,12.852485,12.852485,12.852485,12.852485
y2013,SPM,0.006005,0.006005,0.006005,0.006005,0.006005,0.006005,0.006005,0.006005,0.006005,0.006005
y2013,SRB,8.982249,8.982249,8.982249,8.982249,8.982249,8.982249,8.982249,8.982249,8.982249,8.982249
y2013,SSD,11.106031,11.106031,11.106031,11.106031,11.106031,11.106031,11.106031,11.106031,11.106031,11.106031
y2013,STP,0.193757,0.193757,0.193757,0.193757,0.193757,0.193757,0.193757,0.193757,0.193757,0.193757
y2013,SUR,0.563947,0.563947,0.563947,0.563947,0.563947,0.563947,0.563947,0.563947,0.563947,0.563947
y2013,SVK,5.413393,5.413393,5.413393,5.413393,5.413393,5.413393,5.413393,5.413393,5.413393,5.413393
y2013,SVN,2.059953,2.059953,2.059953,2.059953,2.059953,2.059953,2.059953,2.059953,2.059953,2.059953
y2013,SWE,9.600379,9.600379,9.600379,9.600379,9.600379,9.600379,9.600379,9.600379,9.600379,9.600379
y2013,SWZ,1.118319,1.118319,1.118319,1.118319,1.118319,1.118319,1.118319,1.118319,1.118319,1.118319
y2013,SXM,0.036607,0.036607,0.036607,0.036607,0.036607,0.036607,0.036607,0.036607,0.036607,0.036607
y2013,SYC,0.089949,0.089949,0.089949,0.089949,0.089949,0.089949,0.089949,0.089949,0.089949,0.089949
y2013,SYR,21.495821,21.495821,21.495821,21.495821,21.495821,21.495821,21.495821,21.495821,21.495821,21.495821
y2013,TCA,0.033594,0.033594,0.033594,0.033594,0.033594,0.033594,0.033594,0.033594,0.033594,0.033594
y2013,TCD,13.216766,13.216766,13.216766,13.216766,13.216766,13.216766,13.216766,13.216766,13.216766,13.216766
y2013,TGO,7.106229,7.106229,7.106229,7.106229,7.106229,7.106229,7.106229,7.106229,7.106229,7.106229
y2013,THA,69.578602,69.578602,69.578602,69.578602,69.578602,69.578602,69.578602,69.578602,69.578602,69.578602
y2013,TJK,8.13661,8.13661,8.13661,8.13661,8.13661,8.13661,8.13661,8.13661,8.13661,8.13661
y2013,TKL,0.001502,0.001502,0.001502,0.001502,0.001502,0.001502,0.001502,0.001502,0.001502,0.001502
y2013,TKM,5.560095,5.560095,5.560095,5.560095,5.560095,5.560095,5.560095,5.560095,5.560095,5.560095
y2013,TLS,1.161555,1.161555,1.161555,1.161555,1.161555,1.161555,1.161555,1.161555,1.161555,1.161555
y2013,TON,0.107089,0.107089,0.107089,0.107089,0.107089,0.107089,0.107089,0.107089,0.107089,0.107089
y2013,TTO,1.440729,1.440729,1.440729,1.440729,1.440729,1.440729,1.440729,1.440729,1.440729,1.440729
y2013,TUN,11.300284,11.300284,11.300284,11.300284,11.300284,11.300284,11.300284,11.300284,11.300284,11.300284
y2013,TUR,76.576117,76.576117,76.576117,76.576117,76.576117,76.576117,76.576117,76.576117,76.576117,76.576117
y2013,TUV,0.010918,0.010918,0.010918,0.010918,0.010918,0.010918,0.010918,0.010918,0.010918,0.010918
y2013,TWN,23.3259725,23.3259725,23.3259725,23.3259725,23.3259725,23.3259725,23.3259725,23.3259725,23.3259725,23.3259725
y2013,TZA,49.253643,49.253643,49.253643,49.253643,49.253643,49.253643,49.253643,49.253643,49.253643,49.253643
y2013,UGA,35.27357,35.27357,35.27357,35.27357,35.27357,35.27357,35.27357,35.27357,35.27357,35.27357
y2013,UKR,45.489648,45.489648,45.489648,45.489648,45.489648,45.489648,45.489648,45.489648,45.489648,45.489648
y2013,UMI,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04,3e-04
y2013,URY,3.38118,3.38118,3.38118,3.38118,3.38118,3.38118,3.38118,3.38118,3.38118,3.38118
y2013,USA,316.059947,316.059947,316.059947,316.059947,316.059947,316.059947,316.059947,316.059947,316.059947,316.059947
y2013,UZB,30.2432,30.2432,30.2432,30.2432,30.2432,30.2432,30.2432,30.2432,30.2432,30.2432
y2013,VAT,0.0005593,0.0005593,0.0005593,0.0005593,0.0005593,0.0005593,0.0005593,0.0005593,0.0005593,0.0005593
y2013,VCT,0.10745,0.10745,0.10745,0.10745,0.10745,0.10745,0.10745,0.10745,0.10745,0.10745
y2013,VEN,29.838021,29.838021,29.838021,29.838021,29.838021,29.838021,29.838021,29.838021,29.838021,29.838021
y2013,VGB,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657,0.028657
y2013,VIR,0.108041,0.108041,0.108041,0.108041,0.108041,0.108041,0.108041,0.108041,0.108041,0.108041
y2013,VNM,90.267739,90.267739,90.267739,90.267739,90.267739,90.267739,90.267739,90.267739,90.267739,90.267739
y2013,VUT,0.263534,0.263534,0.263534,0.263534,0.263534,0.263534,0.263534,0.263534,0.263534,0.263534
y2013,WLF,0.0124645,0.0124645,0.0124645,0.0124645,0.0124645,0.0124645,0.0124645,0.0124645,0.0124645,0.0124645
y2013,WSM,0.199939,0.199939,0.199939,0.199939,0.199939,0.199939,0.199939,0.199939,0.199939,0.199939
y2013,YEM,26.984002,26.984002,26.984002,26.984002,26.984002,26.984002,26.984002,26.984002,26.984002,26.984002
y2013,ZAF,53.873616,53.873616,53.873616,53.873616,53.873616,53.873616,53.873616,53.873616,53.873616,53.873616
y2013,ZMB,15.234976,15.234976,15.234976,15.234976,15.234976,15.234976,15.234976,15.234976,15.234976,15.234976
y2013,ZWE,13.555422,13.555422,13.555422,13.555422,13.555422,13.555422,13.555422,13.555422,13.555422,13.555422
y2014,ABW,0.103594,0.103594,0.103594,0.103594,0.103594,0.103594,0.103594,0.103594,0.103594,0.103594
y2014,AFG,32.71621,32.71621,32.71621,32.71621,32.71621,32.71621,32.71621,32.71621,32.71621,32.71621
y2014,AGO,27.128337,27.128337,27.128337,27.128337,27.128337,27.128337,27.128337,27.128337,27.128337,27.128337
y2014,AIA,0.0141205,0.0141205,0.0141205,0.0141205,0.0141205,0.0141205,0.0141205,0.0141205,0.0141205,0.0141205
y2014,ALA,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871,0.027871
y2014,ALB,2.889104,2.889104,2.889104,2.889104,2.889104,2.889104,2.889104,2.889104,2.889104,2.889104
y2014,AND,0.071621,0.071621,0.071621,0.071621,0.071621,0.071621,0.071621,0.071621,0.071621,0.071621
y2014,ARE,8.835951,8.835951,8.835951,8.835951,8.835951,8.835951,8.835951,8.835951,8.835951,8.835951
y2014,ARG,42.6695,42.6695,42.6695,42.6695,42.6695,42.6695,42.6695,42.6695,42.6695,42.6695
y2014,ARM,2.88993,2.88993,2.88993,2.88993,2.88993,2.88993,2.88993,2.88993,2.88993,2.88993
y2014,ASM,0.052217,0.052217,0.052217,0.052217,0.052217,0.052217,0.052217,0.052217,0.052217,0.052217
y2014,ATA,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
y2014,ATF,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015
y2014,ATG,0.089236,0.089236,0.089236,0.089236,0.089236,0.089236,0.089236,0.089236,0.089236,0.089236
y2014,AUS,23.475686,23.475686,23.475686,23.475686,23.475686,23.475686,23.475686,23.475686,23.475686,23.475686
y2014,AUT,8.546356,8.546356,8.546356,8.546356,8.546356,8.546356,8.546356,8.546356,8.546356,8.546356
y2014,AZE,9.535079,9.535079,9.535079,9.535079,9.535079,9.535079,9.535079,9.535079,9.535079,9.535079
y2014,BDI,10.494913,10.494913,10.494913,10.494913,10.494913,10.494913,10.494913,10.494913,10.494913,10.494913
y2014,BEL,11.209057,11.209057,11.209057,11.209057,11.209057,11.209057,11.209057,11.209057,11.209057,11.209057
y2014,BEN,10.614844,10.614844,10.614844,10.614844,10.614844,10.614844,10.614844,10.614844,10.614844,10.614844
y2014,BES,0.0225705,0.0225705,0.0225705,0.0225705,0.0225705,0.0225705,0.0225705,0.0225705,0.0225705,0.0225705
y2014,BFA,18.169842,18.169842,18.169842,18.169842,18.169842,18.169842,18.169842,18.169842,18.169842,18.169842
y2014,BGD,155.961299,155.961299,155.961299,155.961299,155.961299,155.961299,155.961299,155.961299,155.961299,155.961299
y2014,BGR,7.223938,7.223938,7.223938,7.223938,7.223938,7.223938,7.223938,7.223938,7.223938,7.223938
y2014,BHR,1.311134,1.311134,1.311134,1.311134,1.311134,1.311134,1.311134,1.311134,1.311134,1.311134
y2014,BHS,0.389131,0.389131,0.389131,0.389131,0.389131,0.389131,0.389131,0.389131,0.389131,0.389131
y2014,BIH,3.571068,3.571068,3.571068,3.571068,3.571068,3.571068,3.571068,3.571068,3.571068,3.571068
y2014,BLM,0.009472,0.009472,0.009472,0.009472,0.009472,0.009472,0.009472,0.009472,0.009472,0.009472
y2014,BLR,9.448515,9.448515,9.448515,9.448515,9.448515,9.448515,9.448515,9.448515,9.448515,9.448515
y2014,BLZ,0.352335,0.352335,0.352335,0.352335,0.352335,0.352335,0.352335,0.352335,0.352335,0.352335
y2014,BMU,0.065138,0.065138,0.065138,0.065138,0.065138,0.065138,0.065138,0.065138,0.065138,0.065138
y2014,BOL,10.916987,10.916987,10.916987,10.916987,10.916987,10.916987,10.916987,10.916987,10.916987,10.916987
y2014,BRA,203.45965,203.45965,203.45965,203.45965,203.45965,203.45965,203.45965,203.45965,203.45965,203.45965
y2014,BRB,0.277493,0.277493,0.277493,0.277493,0.277493,0.277493,0.277493,0.277493,0.277493,0.277493
y2014,BRN,0.416656,0.416656,0.416656,0.416656,0.416656,0.416656,0.416656,0.416656,0.416656,0.416656
y2014,BTN,0.736357,0.736357,0.736357,0.736357,0.736357,0.736357,0.736357,0.736357,0.736357,0.736357
y2014,BVT,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y2014,BWA,2.260376,2.260376,2.260376,2.260376,2.260376,2.260376,2.260376,2.260376,2.260376,2.260376
y2014,CAF,4.798734,4.798734,4.798734,4.798734,4.798734,4.798734,4.798734,4.798734,4.798734,4.798734
y2014,CAN,35.437435,35.437435,35.437435,35.437435,35.437435,35.437435,35.437435,35.437435,35.437435,35.437435
y2014,CCK,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04
y2014,CHE,8.188649,8.188649,8.188649,8.188649,8.188649,8.188649,8.188649,8.188649,8.188649,8.188649
y2014,CHL,17.687108,17.687108,17.687108,17.687108,17.687108,17.687108,17.687108,17.687108,17.687108,17.687108
y2014,CHN,1371.86,1371.86,1371.86,1371.86,1371.86,1371.86,1371.86,1371.86,1371.86,1371.86
y2014,CIV,22.995555,22.995555,22.995555,22.995555,22.995555,22.995555,22.995555,22.995555,22.995555,22.995555
y2014,CMR,22.299585,22.299585,22.299585,22.299585,22.299585,22.299585,22.299585,22.299585,22.299585,22.299585
y2014,COD,76.035588,76.035588,76.035588,76.035588,76.035588,76.035588,76.035588,76.035588,76.035588,76.035588
y2014,COG,4.944861,4.944861,4.944861,4.944861,4.944861,4.944861,4.944861,4.944861,4.944861,4.944861
y2014,COK,0.017816,0.017816,0.017816,0.017816,0.017816,0.017816,0.017816,0.017816,0.017816,0.017816
y2014,COL,46.677947,46.677947,46.677947,46.677947,46.677947,46.677947,46.677947,46.677947,46.677947,46.677947
y2014,COM,0.714612,0.714612,0.714612,0.714612,0.714612,0.714612,0.714612,0.714612,0.714612,0.714612
y2014,CPV,0.546076,0.546076,0.546076,0.546076,0.546076,0.546076,0.546076,0.546076,0.546076,0.546076
y2014,CRI,4.844288,4.844288,4.844288,4.844288,4.844288,4.844288,4.844288,4.844288,4.844288,4.844288
y2014,CUB,11.332026,11.332026,11.332026,11.332026,11.332026,11.332026,11.332026,11.332026,11.332026,11.332026
y2014,CUW,0.155909,0.155909,0.155909,0.155909,0.155909,0.155909,0.155909,0.155909,0.155909,0.155909
y2014,CXR,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843,0.001843
y2014,CYM,0.059559,0.059559,0.059559,0.059559,0.059559,0.059559,0.059559,0.059559,0.059559,0.059559
y2014,CYP,1.176995,1.176995,1.176995,1.176995,1.176995,1.176995,1.176995,1.176995,1.176995,0.852504
y2014,CZE,10.525347,10.525347,10.525347,10.525347,10.525347,10.525347,10.525347,10.525347,10.525347,10.525347
y2014,DEU,80.9825,80.9825,80.9825,80.9825,80.9825,80.9825,80.9825,80.9825,80.9825,80.9825
y2014,DJI,0.989087,0.989087,0.989087,0.989087,0.989087,0.989087,0.989087,0.989087,0.989087,0.989087
y2014,DMA,0.069371,0.069371,0.069371,0.069371,0.069371,0.069371,0.069371,0.069371,0.069371,0.069371
y2014,DNK,5.643475,5.643475,5.643475,5.643475,5.643475,5.643475,5.643475,5.643475,5.643475,5.643475
y2014,DOM,10.282115,10.282115,10.282115,10.282115,10.282115,10.282115,10.282115,10.282115,10.282115,10.282115
y2014,DZA,38.760168,38.760168,38.760168,38.760168,38.760168,38.760168,38.760168,38.760168,38.760168,38.760168
y2014,ECU,15.957994,15.957994,15.957994,15.957994,15.957994,15.957994,15.957994,15.957994,15.957994,15.957994
y2014,EGY,95.592324,95.592324,95.592324,95.592324,95.592324,95.592324,95.592324,95.592324,95.592324,95.592324
y2014,ERI,3.323425,3.323425,3.323425,3.323425,3.323425,3.323425,3.323425,3.323425,3.323425,3.323425
y2014,ESH,0.477993,0.477993,0.477993,0.477993,0.477993,0.477993,0.477993,0.477993,0.477993,0.477993
y2014,ESP,46.480882,46.480882,46.480882,46.480882,46.480882,46.480882,46.480882,46.480882,46.480882,46.480882
y2014,EST,1.314545,1.314545,1.314545,1.314545,1.314545,1.314545,1.314545,1.314545,1.314545,1.314545
y2014,ETH,99.746766,99.746766,99.746766,99.746766,99.746766,99.746766,99.746766,99.746766,99.746766,99.746766
y2014,FIN,5.461512,5.461512,5.461512,5.461512,5.461512,5.461512,5.461512,5.461512,5.461512,5.461512
y2014,FJI,0.91556,0.91556,0.91556,0.91556,0.91556,0.91556,0.91556,0.91556,0.91556,0.91556
y2014,FLK,0.003333,0.003333,0.003333,0.003333,0.003333,0.003333,0.003333,0.003333,0.003333,0.003333
y2014,FRA,66.312067,66.312067,66.312067,66.312067,66.312067,66.312067,66.312067,66.312067,66.312067,66.312067
y2014,FRO,0.048465,0.048465,0.048465,0.048465,0.048465,0.048465,0.048465,0.048465,0.048465,0.048465
y2014,FSM,0.109024,0.109024,0.109024,0.109024,0.109024,0.109024,0.109024,0.109024,0.109024,0.109024
y2014,GAB,1.966855,1.966855,1.966855,1.966855,1.966855,1.966855,1.966855,1.966855,1.966855,1.966855
y2014,GBR,64.602298,64.602298,64.602298,64.602298,64.602298,64.602298,64.602298,64.602298,64.602298,64.602298
y2014,GEO,3.719414,3.719414,3.719414,3.719414,3.719414,3.719414,3.719414,3.719414,3.719414,3.719414
y2014,GGY,0.0615115,0.0615115,0.0615115,0.0615115,0.0615115,0.0615115,0.0615115,0.0615115,0.0615115,0.0615115
y2014,GHA,28.196358,28.196358,28.196358,28.196358,28.196358,28.196358,28.196358,28.196358,28.196358,28.196358
y2014,GIB,0.032452,0.032452,0.032452,0.032452,0.032452,0.032452,0.032452,0.032452,0.032452,0.032452
y2014,GIN,11.333365,11.333365,11.333365,11.333365,11.333365,11.333365,11.333365,11.333365,11.333365,11.333365
y2014,GLP,0.4006315,0.4006315,0.4006315,0.4006315,0.4006315,0.4006315,0.4006315,0.4006315,0.4006315,0.4006315
y2014,GMB,2.189019,2.189019,2.189019,2.189019,2.189019,2.189019,2.189019,2.189019,2.189019,2.189019
y2014,GNB,1.743309,1.743309,1.743309,1.743309,1.743309,1.743309,1.743309,1.743309,1.743309,1.743309
y2014,GNQ,1.295183,1.295183,1.295183,1.295183,1.295183,1.295183,1.295183,1.295183,1.295183,1.295183
y2014,GRC,10.892413,10.892413,10.892413,10.892413,10.892413,10.892413,10.892413,10.892413,10.892413,10.892413
y2014,GRD,0.117972,0.117972,0.117972,0.117972,0.117972,0.117972,0.117972,0.117972,0.117972,0.117972
y2014,GRL,0.056295,0.056295,0.056295,0.056295,0.056295,0.056295,0.056295,0.056295,0.056295,0.056295
y2014,GTM,15.306316,15.306316,15.306316,15.306316,15.306316,15.306316,15.306316,15.306316,15.306316,15.306316
y2014,GUF,0.25137,0.25137,0.25137,0.25137,0.25137,0.25137,0.25137,0.25137,0.25137,0.25137
y2014,GUM,0.167543,0.167543,0.167543,0.167543,0.167543,0.167543,0.167543,0.167543,0.167543,0.167543
y2014,GUY,0.751115,0.751115,0.751115,0.751115,0.751115,0.751115,0.751115,0.751115,0.751115,0.751115
y2014,HKG,7.2295,7.2295,7.2295,7.2295,7.2295,7.2295,7.2295,7.2295,7.2295,7.2295
y2014,HMD,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
y2014,HND,9.127846,9.127846,9.127846,9.127846,9.127846,9.127846,9.127846,9.127846,9.127846,9.127846
y2014,HRV,4.238389,4.238389,4.238389,4.238389,4.238389,4.238389,4.238389,4.238389,4.238389,4.236063
y2014,HTI,10.41274,10.41274,10.41274,10.41274,10.41274,10.41274,10.41274,10.41274,10.41274,10.41274
y2014,HUN,9.866468,9.866468,9.866468,9.866468,9.866468,9.866468,9.866468,9.866468,9.866468,9.866468
y2014,IDN,256.229761,256.229761,256.229761,256.229761,256.229761,256.229761,256.229761,256.229761,256.229761,256.229761
y2014,IMN,0.083896,0.083896,0.083896,0.083896,0.083896,0.083896,0.083896,0.083896,0.083896,0.083896
y2014,IND,1307.246509,1307.246509,1307.246509,1307.246509,1307.246509,1307.246509,1307.246509,1307.246509,1307.246509,1307.246509
y2014,IOT,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
y2014,IRL,4.65774,4.65774,4.65774,4.65774,4.65774,4.65774,4.65774,4.65774,4.65774,4.65774
y2014,IRN,79.961672,79.961672,79.961672,79.961672,79.961672,79.961672,79.961672,79.961672,79.961672,79.961672
y2014,IRQ,36.746488,36.746488,36.746488,36.746488,36.746488,36.746488,36.746488,36.746488,36.746488,36.746488
y2014,ISL,0.327386,0.327386,0.327386,0.327386,0.327386,0.327386,0.327386,0.327386,0.327386,0.327386
y2014,ISR,8.2157,8.2157,8.2157,8.2157,8.2157,8.2157,8.2157,8.2157,8.2157,8.2157
y2014,ITA,60.78914,60.78914,60.78914,60.78914,60.78914,60.78914,60.78914,60.78914,60.78914,60.78914
y2014,JAM,2.784543,2.784543,2.784543,2.784543,2.784543,2.784543,2.784543,2.784543,2.784543,2.784543
y2014,JEY,0.160912,0.160912,0.160912,0.160912,0.160912,0.160912,0.160912,0.160912,0.160912,0.160912
y2014,JOR,8.658026,8.658026,8.658026,8.658026,8.658026,8.658026,8.658026,8.658026,8.658026,8.658026
y2014,JPN,127.276,127.276,127.276,127.276,127.276,127.276,127.276,127.276,127.276,127.276
y2014,KAZ,17.288285,17.288285,17.288285,17.288285,17.288285,17.288285,17.288285,17.288285,17.288285,17.288285
y2014,KEN,45.831863,45.831863,45.831863,45.831863,45.831863,45.831863,45.831863,45.831863,45.831863,45.831863
y2014,KGZ,5.8355,5.8355,5.8355,5.8355,5.8355,5.8355,5.8355,5.8355,5.8355,5.8355
y2014,KHM,15.210817,15.210817,15.210817,15.210817,15.210817,15.210817,15.210817,15.210817,15.210817,15.210817
y2014,KIR,0.114985,0.114985,0.114985,0.114985,0.114985,0.114985,0.114985,0.114985,0.114985,0.114985
y2014,KNA,0.047789,0.047789,0.047789,0.047789,0.047789,0.047789,0.047789,0.047789,0.047789,0.047789
y2014,KOR,50.746659,50.746659,50.746659,50.746659,50.746659,50.746659,50.746659,50.746659,50.746659,50.746659
y2014,KWT,3.761584,3.761584,3.761584,3.761584,3.761584,3.761584,3.761584,3.761584,3.761584,3.761584
y2014,LAO,6.691454,6.691454,6.691454,6.691454,6.691454,6.691454,6.691454,6.691454,6.691454,6.691454
y2014,LBN,6.274342,6.274342,6.274342,6.274342,6.274342,6.274342,6.274342,6.274342,6.274342,6.274342
y2014,LBR,4.519398,4.519398,4.519398,4.519398,4.519398,4.519398,4.519398,4.519398,4.519398,4.519398
y2014,LBY,6.097764,6.097764,6.097764,6.097764,6.097764,6.097764,6.097764,6.097764,6.097764,6.097764
y2014,LCA,0.174804,0.174804,0.174804,0.174804,0.174804,0.174804,0.174804,0.174804,0.174804,0.174804
y2014,LIE,0.037096,0.037096,0.037096,0.037096,0.037096,0.037096,0.037096,0.037096,0.037096,0.037096
y2014,LKA,20.778,20.778,20.778,20.778,20.778,20.778,20.778,20.778,20.778,20.778
y2014,LSO,2.095242,2.095242,2.095242,2.095242,2.095242,2.095242,2.095242,2.095242,2.095242,2.095242
y2014,LTU,2.932367,2.932367,2.932367,2.932367,2.932367,2.932367,2.932367,2.932367,2.932367,2.932367
y2014,LUX,0.556319,0.556319,0.556319,0.556319,0.556319,0.556319,0.556319,0.556319,0.556319,0.556319
y2014,LVA,1.993782,1.993782,1.993782,1.993782,1.993782,1.993782,1.993782,1.993782,1.993782,1.993782
y2014,MAC,0.604167,0.604167,0.604167,0.604167,0.604167,0.604167,0.604167,0.604167,0.604167,0.604167
y2014,MAF,0.035261,0.035261,0.035261,0.035261,0.035261,0.035261,0.035261,0.035261,0.035261,0.035261
y2014,MAR,34.248603,34.248603,34.248603,34.248603,34.248603,34.248603,34.248603,34.248603,34.248603,34.248603
y2014,MCO,0.03611,0.03611,0.03611,0.03611,0.03611,0.03611,0.03611,0.03611,0.03611,0.03611
y2014,MDA,2.857815,2.857815,2.857815,2.857815,2.857815,2.857815,2.857815,2.857815,2.857815,2.857815
y2014,MDG,24.215976,24.215976,24.215976,24.215976,24.215976,24.215976,24.215976,24.215976,24.215976,24.215976
y2014,MDV,0.416738,0.416738,0.416738,0.416738,0.416738,0.416738,0.416738,0.416738,0.416738,0.416738
y2014,MEX,118.755887,118.755887,118.755887,118.755887,118.755887,118.755887,118.755887,118.755887,118.755887,118.755887
y2014,MHL,0.050419,0.050419,0.050419,0.050419,0.050419,0.050419,0.050419,0.050419,0.050419,0.050419
y2014,MKD,2.067471,2.067471,2.067471,2.067471,2.067471,2.067471,2.067471,2.067471,2.067471,2.067471
y2014,MLI,17.551814,17.551814,17.551814,17.551814,17.551814,17.551814,17.551814,17.551814,17.551814,17.551814
y2014,MLT,0.434558,0.434558,0.434558,0.434558,0.434558,0.434558,0.434558,0.434558,0.434558,0.434558
y2014,MMR,51.072436,51.072436,51.072436,51.072436,51.072436,51.072436,51.072436,51.072436,51.072436,51.072436
y2014,MNE,0.62181,0.62181,0.62181,0.62181,0.62181,0.62181,0.62181,0.62181,0.62181,0.62181
y2014,MNG,2.902823,2.902823,2.902823,2.902823,2.902823,2.902823,2.902823,2.902823,2.902823,2.902823
y2014,MNP,0.051856,0.051856,0.051856,0.051856,0.051856,0.051856,0.051856,0.051856,0.051856,0.051856
y2014,MOZ,26.038704,26.038704,26.038704,26.038704,26.038704,26.038704,26.038704,26.038704,26.038704,26.038704
y2014,MRT,3.843174,3.843174,3.843174,3.843174,3.843174,3.843174,3.843174,3.843174,3.843174,3.843174
y2014,MSR,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051
y2014,MTQ,0.384289,0.384289,0.384289,0.384289,0.384289,0.384289,0.384289,0.384289,0.384289,0.384289
y2014,MUS,1.260934,1.260934,1.260934,1.260934,1.260934,1.260934,1.260934,1.260934,1.260934,1.260934
y2014,MWI,16.477966,16.477966,16.477966,16.477966,16.477966,16.477966,16.477966,16.477966,16.477966,16.477966
y2014,MYS,30.606459,30.606459,30.606459,30.606459,30.606459,30.606459,30.606459,30.606459,30.606459,30.606459
y2014,MYT,0.2397135,0.2397135,0.2397135,0.2397135,0.2397135,0.2397135,0.2397135,0.2397135,0.2397135,0.2397135
y2014,NAM,2.243001,2.243001,2.243001,2.243001,2.243001,2.243001,2.243001,2.243001,2.243001,2.243001
y2014,NCL,0.26805,0.26805,0.26805,0.26805,0.26805,0.26805,0.26805,0.26805,0.26805,0.26805
y2014,NER,19.372014,19.372014,19.372014,19.372014,19.372014,19.372014,19.372014,19.372014,19.372014,19.372014
y2014,NFK,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
y2014,NGA,179.379016,179.379016,179.379016,179.379016,179.379016,179.379016,179.379016,179.379016,179.379016,179.379016
y2014,NIC,6.208676,6.208676,6.208676,6.208676,6.208676,6.208676,6.208676,6.208676,6.208676,6.208676
y2014,NIU,0.001833,0.001833,0.001833,0.001833,0.001833,0.001833,0.001833,0.001833,0.001833,0.001833
y2014,NLD,16.865008,16.865008,16.865008,16.865008,16.865008,16.865008,16.865008,16.865008,16.865008,16.865008
y2014,NOR,5.137232,5.137232,5.137232,5.137232,5.137232,5.137232,5.137232,5.137232,5.137232,5.137232
y2014,NPL,27.462106,27.462106,27.462106,27.462106,27.462106,27.462106,27.462106,27.462106,27.462106,27.462106
y2014,NRU,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094,0.01094
y2014,NZL,4.5165,4.5165,4.5165,4.5165,4.5165,4.5165,4.5165,4.5165,4.5165,4.5165
y2014,OMN,4.009267,4.009267,4.009267,4.009267,4.009267,4.009267,4.009267,4.009267,4.009267,4.009267
y2014,PAK,208.251628,208.251628,208.251628,208.251628,208.251628,208.251628,208.251628,208.251628,208.251628,208.251628
y2014,PAN,3.888793,3.888793,3.888793,3.888793,3.888793,3.888793,3.888793,3.888793,3.888793,3.888793
y2014,PCN,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05,5e-05
y2014,PER,30.353951,30.353951,30.353951,30.353951,30.353951,30.353951,30.353951,30.353951,30.353951,30.353951
y2014,PHL,101.325201,101.325201,101.325201,101.325201,101.325201,101.325201,101.325201,101.325201,101.325201,101.325201
y2014,PLW,0.017796,0.017796,0.017796,0.017796,0.017796,0.017796,0.017796,0.017796,0.017796,0.017796
