Time,Region,value
1990,LAM,8.079626
1990,OAS,48.755884
1990,SSA,1.438425
1990,EUR,41.085177
1990,NEU,4.642154
1990,MEA,4.842886
1990,REF,2.56309
1990,CAZ,4.640967
1990,CHA,19.306132
1990,IND,1.426403
1990,JPN,1.647507
1990,USA,8.023289
1991,LAM,8.079626
1991,OAS,48.755884
1991,SSA,1.438425
1991,EUR,41.085177
1991,NEU,4.642154
1991,MEA,4.842886
1991,REF,2.56309
1991,CAZ,4.640967
1991,CHA,19.306132
1991,IND,1.426403
1991,JPN,1.647507
1991,USA,8.023289
1992,LAM,8.079626
1992,OAS,48.755884
1992,SSA,1.438425
1992,EUR,41.085177
1992,NEU,4.642154
1992,MEA,4.842886
1992,REF,2.56309
1992,CAZ,4.640967
1992,CHA,19.306132
1992,IND,1.426403
1992,JPN,1.647507
1992,USA,8.023289
1993,LAM,8.079626
1993,OAS,48.755884
1993,SSA,1.438425
1993,EUR,41.085177
1993,NEU,4.642154
1993,MEA,4.842886
1993,REF,2.56309
1993,CAZ,4.640967
1993,CHA,19.306132
1993,IND,1.426403
1993,JPN,1.647507
1993,USA,8.023289
1994,LAM,8.079626
1994,OAS,48.755884
1994,SSA,1.438425
1994,EUR,41.085177
1994,NEU,4.642154
1994,MEA,4.842886
1994,REF,2.56309
1994,CAZ,4.640967
1994,CHA,19.306132
1994,IND,1.426403
1994,JPN,1.647507
1994,USA,8.023289
1995,LAM,8.079626
1995,OAS,48.755884
1995,SSA,1.438425
1995,EUR,41.085177
1995,NEU,4.642154
1995,MEA,4.842886
1995,REF,2.56309
1995,CAZ,4.640967
1995,CHA,19.306132
1995,IND,1.426403
1995,JPN,1.647507
1995,USA,8.023289
1996,LAM,8.079626
1996,OAS,48.755884
1996,SSA,1.438425
1996,EUR,41.085177
1996,NEU,4.642154
1996,MEA,4.842886
1996,REF,2.56309
1996,CAZ,4.640967
1996,CHA,19.306132
1996,IND,1.426403
1996,JPN,1.647507
1996,USA,8.023289
1997,LAM,8.079626
1997,OAS,48.755884
1997,SSA,1.438425
1997,EUR,41.085177
1997,NEU,4.642154
1997,MEA,4.842886
1997,REF,2.56309
1997,CAZ,4.640967
1997,CHA,19.306132
1997,IND,1.426403
1997,JPN,1.647507
1997,USA,8.023289
1998,LAM,8.079626
1998,OAS,48.755884
1998,SSA,1.438425
1998,EUR,41.085177
1998,NEU,4.642154
1998,MEA,4.842886
1998,REF,2.56309
1998,CAZ,4.640967
1998,CHA,19.306132
1998,IND,1.426403
1998,JPN,1.647507
1998,USA,8.023289
1999,LAM,8.079626
1999,OAS,48.755884
1999,SSA,1.438425
1999,EUR,41.085177
1999,NEU,4.642154
1999,MEA,4.842886
1999,REF,2.56309
1999,CAZ,4.640967
1999,CHA,19.306132
1999,IND,1.426403
1999,JPN,1.647507
1999,USA,8.023289
2000,LAM,8.079626
2000,OAS,48.755884
2000,SSA,1.438425
2000,EUR,41.085177
2000,NEU,4.642154
2000,MEA,4.842886
2000,REF,2.56309
2000,CAZ,4.640967
2000,CHA,19.306132
2000,IND,1.426403
2000,JPN,1.647507
2000,USA,8.023289
2001,LAM,8.079626
2001,OAS,48.755884
2001,SSA,1.438425
2001,EUR,41.085177
2001,NEU,4.642154
2001,MEA,4.842886
2001,REF,2.56309
2001,CAZ,4.640967
2001,CHA,19.306132
2001,IND,1.426403
2001,JPN,1.647507
2001,USA,8.023289
2002,LAM,8.079626
2002,OAS,48.755884
2002,SSA,1.438425
2002,EUR,41.085177
2002,NEU,4.642154
2002,MEA,4.842886
2002,REF,2.56309
2002,CAZ,4.640967
2002,CHA,19.306132
2002,IND,1.426403
2002,JPN,1.647507
2002,USA,8.023289
2003,LAM,8.079626
2003,OAS,48.755884
2003,SSA,1.438425
2003,EUR,41.085177
2003,NEU,4.642154
2003,MEA,4.842886
2003,REF,2.56309
2003,CAZ,4.640967
2003,CHA,19.306132
2003,IND,1.426403
2003,JPN,1.647507
2003,USA,8.023289
2004,LAM,8.079626
2004,OAS,48.755884
2004,SSA,1.438425
2004,EUR,41.085177
2004,NEU,4.642154
2004,MEA,4.842886
2004,REF,2.56309
2004,CAZ,4.640967
2004,CHA,19.306132
2004,IND,1.426403
2004,JPN,1.647507
2004,USA,8.023289
2005,LAM,8.079626
2005,OAS,48.755884
2005,SSA,1.438425
2005,EUR,41.085177
2005,NEU,4.642154
2005,MEA,4.842886
2005,REF,2.56309
2005,CAZ,4.640967
2005,CHA,19.306132
2005,IND,1.426403
2005,JPN,1.647507
2005,USA,8.023289
2006,LAM,8.861696
2006,OAS,9.52416499999999
2006,SSA,2.471459
2006,EUR,43.881762
2006,NEU,4.823517
2006,MEA,3.716547
2006,REF,3.219962
2006,CAZ,4.666092
2006,CHA,19.367287
2006,IND,1.479636
2006,JPN,1.699793
2006,USA,7.188841
2007,LAM,9.469936
2007,OAS,10.273547
2007,SSA,3.023952
2007,EUR,45.8639949999999
2007,NEU,5.432064
2007,MEA,5.417894
2007,REF,3.87028
2007,CAZ,4.701168
2007,CHA,20.387046
2007,IND,1.88189
2007,JPN,1.806273
2007,USA,6.806027
2008,LAM,9.697943
2008,OAS,10.699458
2008,SSA,2.162465
2008,EUR,42.519621
2008,NEU,5.649134
2008,MEA,6.186012
2008,REF,3.954916
2008,CAZ,4.446783
2008,CHA,18.910123
2008,IND,1.94803
2008,JPN,2.149007
2008,USA,6.321864
2009,LAM,10.232551
2009,OAS,11.094328
2009,SSA,2.918596
2009,EUR,36.028439
2009,NEU,4.237976
2009,MEA,4.991244
2009,REF,3.098489
2009,CAZ,3.794072
2009,CHA,25.283321
2009,IND,3.011743
2009,JPN,1.729016
2009,USA,5.232262
2010,LAM,10.933128
2010,OAS,14.693659
2010,SSA,3.806349
2010,EUR,40.525139
2010,NEU,6.697632
2010,MEA,6.16661
2010,REF,4.124085
2010,CAZ,4.348578
2010,CHA,25.48126
2010,IND,3.850037
2010,JPN,2.169349
2010,USA,5.88003
2011,LAM,11.420991
2011,OAS,16.487274
2011,SSA,3.387436
2011,EUR,42.120709
2011,NEU,7.248297
2011,MEA,6.277304
2011,REF,4.513886
2011,CAZ,4.364293
2011,CHA,24.488485
2011,IND,3.565682
2011,JPN,2.472598
2011,USA,6.269147
2012,LAM,12.923446
2012,OAS,17.713271
2012,SSA,2.851154
2012,EUR,41.126271
2012,NEU,7.22588
2012,MEA,7.140225
2012,REF,5.159541
2012,CAZ,4.456158
2012,CHA,25.143514
2012,IND,4.679879
2012,JPN,2.654672
2012,USA,6.477095
2013,LAM,12.652459
2013,OAS,18.049286
2013,SSA,3.48612
2013,EUR,42.36504
2013,NEU,6.854079
2013,MEA,8.83306999999999
2013,REF,5.178518
2013,CAZ,4.460333
2013,CHA,26.147139
2013,IND,4.931565
2013,JPN,2.617026
2013,USA,6.778909
2014,LAM,8.52003299999998
2014,OAS,19.188374
2014,SSA,3.303447
2014,EUR,42.999541
2014,NEU,6.894962
2014,MEA,8.699269
2014,REF,4.953549
2014,CAZ,4.694594
2014,CHA,26.835588
2014,IND,5.698783
2014,JPN,2.79447
2014,USA,7.482099
2015,LAM,7.60171000000001
2015,OAS,20.998824
2015,SSA,3.890588
2015,EUR,44.070706
2015,NEU,7.530362
2015,MEA,9.04755700000001
2015,REF,4.117092
2015,CAZ,2.866489
2015,CHA,26.159384
2015,IND,6.282604
2015,JPN,2.639588
2015,USA,7.713272
2016,LAM,7.838573
2016,OAS,22.18322
2016,SSA,4.052284
2016,EUR,46.863105
2016,NEU,7.856899
2016,MEA,9.25464300000001
2016,REF,4.115299
2016,CAZ,3.366455
2016,CHA,25.659001
2016,IND,6.795794
2016,JPN,2.814872
2016,USA,8.355488
2017,LAM,7.269797
2017,OAS,23.484058
2017,SSA,4.091091
2017,EUR,45.198455
2017,NEU,6.91404
2017,MEA,8.94772300000001
2017,REF,4.526533
2017,CAZ,3.1695
2017,CHA,30.622431
2017,IND,7.152527
2017,JPN,2.951886
2017,USA,8.553038
2018,LAM,7.89133899999999
2018,OAS,24.553651
2018,SSA,4.398878
2018,EUR,47.988708
2018,NEU,5.520596
2018,MEA,8.476672
2018,REF,4.563722
2018,CAZ,4.617546
2018,CHA,37.250872
2018,IND,7.648971
2018,JPN,2.877382
2018,USA,9.242768
2019,LAM,7.36793300000001
2019,OAS,27.942146
2019,SSA,4.854836
2019,EUR,44.443686
2019,NEU,6.957755
2019,MEA,9.224642
2019,REF,5.373546
2019,CAZ,4.336369
2019,CHA,40.909221
2019,IND,8.080975
2019,JPN,3.182054
2019,USA,6.60387
