Time,Region,value
1990,LAM,0.0541341403932473
1990,OAS,0.108569757679875
1990,SSA,0.00852521538136448
1990,EUR,0.364538974252029
1990,NEU,0.0228361781602096
1990,MEA,0.0283917845894359
1990,REF,0.0127150941202265
1990,CAZ,0.0445527084153671
1990,CHA,0.225043354446291
1990,IND,0.0109283052139197
1990,JPN,0.0419052665825466
1990,USA,0.0778592207654882
1991,LAM,0.0541341403932473
1991,OAS,0.108569757679875
1991,SSA,0.00852521538136448
1991,EUR,0.364538974252029
1991,NEU,0.0228361781602096
1991,MEA,0.0283917845894359
1991,REF,0.0127150941202265
1991,CAZ,0.0445527084153671
1991,CHA,0.225043354446291
1991,IND,0.0109283052139197
1991,JPN,0.0419052665825466
1991,USA,0.0778592207654882
1992,LAM,0.0541341403932473
1992,OAS,0.108569757679875
1992,SSA,0.00852521538136448
1992,EUR,0.364538974252029
1992,NEU,0.0228361781602096
1992,MEA,0.0283917845894359
1992,REF,0.0127150941202265
1992,CAZ,0.0445527084153671
1992,CHA,0.225043354446291
1992,IND,0.0109283052139197
1992,JPN,0.0419052665825466
1992,USA,0.0778592207654882
1993,LAM,0.0541341403932473
1993,OAS,0.108569757679875
1993,SSA,0.00852521538136448
1993,EUR,0.364538974252029
1993,NEU,0.0228361781602096
1993,MEA,0.0283917845894359
1993,REF,0.0127150941202265
1993,CAZ,0.0445527084153671
1993,CHA,0.225043354446291
1993,IND,0.0109283052139197
1993,JPN,0.0419052665825466
1993,USA,0.0778592207654882
1994,LAM,0.0541341403932473
1994,OAS,0.108569757679875
1994,SSA,0.00852521538136448
1994,EUR,0.364538974252029
1994,NEU,0.0228361781602096
1994,MEA,0.0283917845894359
1994,REF,0.0127150941202265
1994,CAZ,0.0445527084153671
1994,CHA,0.225043354446291
1994,IND,0.0109283052139197
1994,JPN,0.0419052665825466
1994,USA,0.0778592207654882
1995,LAM,0.0541341403932473
1995,OAS,0.108569757679875
1995,SSA,0.00852521538136448
1995,EUR,0.364538974252029
1995,NEU,0.0228361781602096
1995,MEA,0.0283917845894359
1995,REF,0.0127150941202265
1995,CAZ,0.0445527084153671
1995,CHA,0.225043354446291
1995,IND,0.0109283052139197
1995,JPN,0.0419052665825466
1995,USA,0.0778592207654882
1996,LAM,0.0541341403932473
1996,OAS,0.108569757679875
1996,SSA,0.00852521538136448
1996,EUR,0.364538974252029
1996,NEU,0.0228361781602096
1996,MEA,0.0283917845894359
1996,REF,0.0127150941202265
1996,CAZ,0.0445527084153671
1996,CHA,0.225043354446291
1996,IND,0.0109283052139197
1996,JPN,0.0419052665825466
1996,USA,0.0778592207654882
1997,LAM,0.0541341403932473
1997,OAS,0.108569757679875
1997,SSA,0.00852521538136448
1997,EUR,0.364538974252029
1997,NEU,0.0228361781602096
1997,MEA,0.0283917845894359
1997,REF,0.0127150941202265
1997,CAZ,0.0445527084153671
1997,CHA,0.225043354446291
1997,IND,0.0109283052139197
1997,JPN,0.0419052665825466
1997,USA,0.0778592207654882
1998,LAM,0.0541341403932473
1998,OAS,0.108569757679875
1998,SSA,0.00852521538136448
1998,EUR,0.364538974252029
1998,NEU,0.0228361781602096
1998,MEA,0.0283917845894359
1998,REF,0.0127150941202265
1998,CAZ,0.0445527084153671
1998,CHA,0.225043354446291
1998,IND,0.0109283052139197
1998,JPN,0.0419052665825466
1998,USA,0.0778592207654882
1999,LAM,0.0541341403932473
1999,OAS,0.108569757679875
1999,SSA,0.00852521538136448
1999,EUR,0.364538974252029
1999,NEU,0.0228361781602096
1999,MEA,0.0283917845894359
1999,REF,0.0127150941202265
1999,CAZ,0.0445527084153671
1999,CHA,0.225043354446291
1999,IND,0.0109283052139197
1999,JPN,0.0419052665825466
1999,USA,0.0778592207654882
2000,LAM,0.0541341403932473
2000,OAS,0.108569757679875
2000,SSA,0.00852521538136448
2000,EUR,0.364538974252029
2000,NEU,0.0228361781602096
2000,MEA,0.0283917845894359
2000,REF,0.0127150941202265
2000,CAZ,0.0445527084153671
2000,CHA,0.225043354446291
2000,IND,0.0109283052139197
2000,JPN,0.0419052665825466
2000,USA,0.0778592207654882
2001,LAM,0.0541341403932473
2001,OAS,0.108569757679875
2001,SSA,0.00852521538136448
2001,EUR,0.364538974252029
2001,NEU,0.0228361781602096
2001,MEA,0.0283917845894359
2001,REF,0.0127150941202265
2001,CAZ,0.0445527084153671
2001,CHA,0.225043354446291
2001,IND,0.0109283052139197
2001,JPN,0.0419052665825466
2001,USA,0.0778592207654882
2002,LAM,0.0541341403932473
2002,OAS,0.108569757679875
2002,SSA,0.00852521538136448
2002,EUR,0.364538974252029
2002,NEU,0.0228361781602096
2002,MEA,0.0283917845894359
2002,REF,0.0127150941202265
2002,CAZ,0.0445527084153671
2002,CHA,0.225043354446291
2002,IND,0.0109283052139197
2002,JPN,0.0419052665825466
2002,USA,0.0778592207654882
2003,LAM,0.0541341403932473
2003,OAS,0.108569757679875
2003,SSA,0.00852521538136448
2003,EUR,0.364538974252029
2003,NEU,0.0228361781602096
2003,MEA,0.0283917845894359
2003,REF,0.0127150941202265
2003,CAZ,0.0445527084153671
2003,CHA,0.225043354446291
2003,IND,0.0109283052139197
2003,JPN,0.0419052665825466
2003,USA,0.0778592207654882
2004,LAM,0.0541341403932473
2004,OAS,0.108569757679875
2004,SSA,0.00852521538136448
2004,EUR,0.364538974252029
2004,NEU,0.0228361781602096
2004,MEA,0.0283917845894359
2004,REF,0.0127150941202265
2004,CAZ,0.0445527084153671
2004,CHA,0.225043354446291
2004,IND,0.0109283052139197
2004,JPN,0.0419052665825466
2004,USA,0.0778592207654882
2005,LAM,0.0541341403932473
2005,OAS,0.108569757679875
2005,SSA,0.00852521538136448
2005,EUR,0.364538974252029
