Time,Region,value
1990,LAM,0.289898
1990,OAS,1.791248
1990,SSA,0.052143
1990,EUR,2.789917
1990,NEU,0.416748
1990,MEA,1.312163
1990,REF,0.10721
1990,CAZ,0.264794
1990,CHA,2.24095
1990,IND,0.261146
1990,JPN,0.160346
1990,USA,0.597382
1991,LAM,0.289898
1991,OAS,1.791248
1991,SSA,0.052143
1991,EUR,2.789917
1991,NEU,0.416748
1991,MEA,1.312163
1991,REF,0.10721
1991,CAZ,0.264794
1991,CHA,2.24095
1991,IND,0.261146
1991,JPN,0.160346
1991,USA,0.597382
1992,LAM,0.289898
1992,OAS,1.791248
1992,SSA,0.052143
1992,EUR,2.789917
1992,NEU,0.416748
1992,MEA,1.312163
1992,REF,0.10721
1992,CAZ,0.264794
1992,CHA,2.24095
1992,IND,0.261146
1992,JPN,0.160346
1992,USA,0.597382
1993,LAM,0.289898
1993,OAS,1.791248
1993,SSA,0.052143
1993,EUR,2.789917
1993,NEU,0.416748
1993,MEA,1.312163
1993,REF,0.10721
1993,CAZ,0.264794
1993,CHA,2.24095
1993,IND,0.261146
1993,JPN,0.160346
1993,USA,0.597382
1994,LAM,0.289898
1994,OAS,1.791248
1994,SSA,0.052143
1994,EUR,2.789917
1994,NEU,0.416748
1994,MEA,1.312163
1994,REF,0.10721
1994,CAZ,0.264794
1994,CHA,2.24095
1994,IND,0.261146
1994,JPN,0.160346
1994,USA,0.597382
1995,LAM,0.289898
1995,OAS,1.791248
1995,SSA,0.052143
1995,EUR,2.789917
1995,NEU,0.416748
1995,MEA,1.312163
1995,REF,0.10721
1995,CAZ,0.264794
1995,CHA,2.24095
1995,IND,0.261146
1995,JPN,0.160346
1995,USA,0.597382
1996,LAM,0.289898
1996,OAS,1.791248
1996,SSA,0.052143
1996,EUR,2.789917
1996,NEU,0.416748
1996,MEA,1.312163
1996,REF,0.10721
1996,CAZ,0.264794
1996,CHA,2.24095
1996,IND,0.261146
1996,JPN,0.160346
1996,USA,0.597382
1997,LAM,0.289898
1997,OAS,1.791248
1997,SSA,0.052143
1997,EUR,2.789917
1997,NEU,0.416748
1997,MEA,1.312163
1997,REF,0.10721
1997,CAZ,0.264794
1997,CHA,2.24095
1997,IND,0.261146
1997,JPN,0.160346
1997,USA,0.597382
1998,LAM,0.289898
1998,OAS,1.791248
1998,SSA,0.052143
